Order ID,Order Date,Ship Mode,Segment,Region,Category,Product Name,Sales,Quantity,Profit
ORD-001337,2025-06-22,First Class,Corporate,Middle East,Furniture,Standing Desk Frame,2447,6,239
ORD-001338,2025-11-13,First Class,Education,Asia Pacific,Electronics,Bluetooth Speaker,1284,2,464
ORD-001339,2025-11-22,Second Class,Small Business,Africa,Gadgets,"Monitor 27"" 4K",2523,5,639
ORD-001340,2024-05-11,Second Class,Education,South America,Electronics,Fitness Tracker Band,2537,2,924
ORD-001341,2025-12-15,Express,Education,Asia Pacific,Accessories,Phone Case MagSafe,208,4,22
ORD-001342,2025-09-02,First Class,Education,Europe,Gadgets,Standing Desk Frame,2485,2,431
ORD-001343,2024-10-18,Second Class,Home Office,Africa,Electronics,Privacy Screen Protector,735,2,103
ORD-001344,2025-06-21,First Class,Corporate,Africa,Accessories,4K Webcam,2286,4,329
ORD-001345,2024-12-30,Express,Education,Africa,Accessories,Smartphone Ultra,1772,2,232
ORD-001346,2025-02-26,Standard Class,Corporate,North America,Accessories,External SSD 1TB,267,7,113
ORD-001347,2025-08-14,Second Class,Corporate,Asia Pacific,Office Supplies,Phone Case MagSafe,750,2,149
ORD-001348,2025-12-19,Second Class,Education,North America,Gadgets,"Monitor 27"" 4K",2530,5,750
ORD-001349,2024-04-16,Express,Corporate,Africa,Office Supplies,Smartphone Ultra,1641,2,150
ORD-001350,2025-06-29,First Class,Education,Asia Pacific,Gadgets,Laptop Cooling Stand,1445,1,363
ORD-001351,2025-03-30,First Class,Education,Europe,Office Supplies,Mechanical Keyboard,799,7,274
ORD-001352,2025-04-28,Second Class,Home Office,South America,Office Supplies,Smart Home Hub,430,4,39
ORD-001353,2025-05-19,Express,Education,Asia Pacific,Electronics,Wireless Noise Cancelling Headphones,359,6,77
ORD-001354,2025-03-18,Second Class,Consumer,Europe,Accessories,Wireless Noise Cancelling Headphones,794,4,259
ORD-001355,2024-12-10,First Class,Corporate,North America,Furniture,External SSD 1TB,1474,8,318
ORD-001356,2024-03-04,First Class,Home Office,Asia Pacific,Office Supplies,Smart Watch Series 5,2339,2,637
ORD-001357,2024-08-03,Express,Education,South America,Accessories,Mechanical Keyboard,1332,6,230
ORD-001358,2025-07-21,Same Day,Government,Europe,Furniture,Standing Desk Frame,1641,4,639
ORD-001359,2025-10-10,Express,Small Business,Asia Pacific,Office Supplies,USB-C Hub 7-in-1,2175,1,587
ORD-001360,2025-02-15,Express,Government,Middle East,Electronics,Wireless Charger Pad,2177,5,809
ORD-001361,2024-03-01,First Class,Corporate,South America,Accessories,Smart Watch Series 5,2237,2,729
ORD-001362,2024-07-25,Standard Class,Consumer,Africa,Electronics,Standing Desk Frame,664,5,156
ORD-001363,2024-06-28,Standard Class,Home Office,Africa,Accessories,4K Webcam,692,6,199
ORD-001364,2024-04-17,Second Class,Consumer,Europe,Accessories,4K Webcam,1611,1,687
ORD-001365,2024-12-15,First Class,Consumer,Europe,Accessories,USB-C Hub 7-in-1,1845,5,743
ORD-001366,2025-02-05,Express,Government,South America,Accessories,Smart Watch Series 5,157,2,37
ORD-001367,2024-07-11,Express,Consumer,North America,Gadgets,Laptop Cooling Stand,457,6,44
ORD-001368,2024-10-05,Second Class,Education,Middle East,Gadgets,"Tablet Air 11""",1548,5,374
ORD-001369,2025-11-06,Same Day,Small Business,Middle East,Accessories,4K Webcam,220,5,67
ORD-001370,2024-07-06,Same Day,Government,North America,Furniture,Bluetooth Speaker,151,6,61
ORD-001371,2025-04-06,Standard Class,Small Business,Europe,Furniture,Wireless Charger Pad,1516,4,515
ORD-001372,2024-12-15,Second Class,Education,Asia Pacific,Electronics,"Monitor 27"" 4K",819,2,159
ORD-001373,2025-04-09,Same Day,Government,Middle East,Office Supplies,External SSD 1TB,1727,4,304
ORD-001374,2025-12-06,Second Class,Home Office,South America,Accessories,"Laptop Pro 14""",2435,7,827
ORD-001375,2025-02-11,Standard Class,Corporate,Middle East,Office Supplies,Wireless Noise Cancelling Headphones,553,7,165
ORD-001376,2025-10-15,Standard Class,Home Office,Africa,Office Supplies,"Monitor 27"" 4K",1118,1,350
ORD-001377,2025-09-19,Standard Class,Corporate,South America,Accessories,Bluetooth Speaker,1263,1,208
ORD-001378,2025-11-27,Same Day,Education,South America,Electronics,Smartphone Ultra,134,8,54
ORD-001379,2024-06-25,Second Class,Government,Asia Pacific,Gadgets,Smart Watch Series 5,2194,7,773
ORD-001380,2024-12-04,First Class,Corporate,Asia Pacific,Electronics,Phone Case MagSafe,2124,3,439
ORD-001381,2024-08-26,Standard Class,Small Business,Middle East,Accessories,Ergonomic Desk Chair,1961,2,673
ORD-001382,2025-02-24,Same Day,Consumer,Europe,Office Supplies,Mechanical Keyboard,2042,7,498
ORD-001383,2024-07-31,Standard Class,Education,Africa,Furniture,Laptop Cooling Stand,2371,7,385
ORD-001384,2024-10-26,Second Class,Small Business,Europe,Gadgets,Mechanical Keyboard,1723,5,409
ORD-001385,2024-07-16,Same Day,Corporate,South America,Office Supplies,4K Webcam,1109,7,407
ORD-001386,2025-02-19,First Class,Corporate,Africa,Furniture,Smart Home Hub,199,7,73
ORD-001387,2024-08-16,First Class,Small Business,South America,Accessories,Wireless Noise Cancelling Headphones,2465,1,529
ORD-001388,2025-02-11,First Class,Small Business,Middle East,Furniture,USB-C Hub 7-in-1,1879,4,249
ORD-001389,2024-05-30,Same Day,Corporate,Europe,Office Supplies,Privacy Screen Protector,743,5,146
ORD-001390,2024-10-12,Express,Consumer,Middle East,Gadgets,Mechanical Keyboard,2026,5,732
ORD-001391,2024-03-02,Express,Government,Middle East,Accessories,Smart Home Hub,1030,6,305
ORD-001392,2025-07-03,Same Day,Government,North America,Electronics,Privacy Screen Protector,1982,1,810
ORD-001393,2025-05-20,Second Class,Small Business,Europe,Electronics,Phone Case MagSafe,1130,5,166
ORD-001394,2024-04-12,Express,Government,Europe,Furniture,Fitness Tracker Band,2084,4,357
ORD-001395,2025-08-19,Express,Home Office,Asia Pacific,Office Supplies,"Tablet Air 11""",1826,2,696
ORD-001396,2025-06-21,Standard Class,Government,North America,Electronics,USB-C Hub 7-in-1,908,2,201
ORD-001397,2024-01-31,Same Day,Corporate,Europe,Furniture,Bluetooth Speaker,2109,4,197
ORD-001398,2025-05-02,Second Class,Home Office,Europe,Furniture,Smartphone Ultra,116,5,49
ORD-001399,2025-09-17,Same Day,Corporate,South America,Furniture,"Tablet Air 11""",1531,1,368
ORD-001400,2025-07-09,Standard Class,Education,Africa,Electronics,Wireless Noise Cancelling Headphones,1446,2,131
ORD-001401,2024-07-09,First Class,Home Office,Asia Pacific,Furniture,Smart Watch Series 5,1597,5,205
ORD-001402,2024-09-16,Second Class,Small Business,Europe,Furniture,USB-C Hub 7-in-1,1878,5,469
ORD-001403,2025-09-05,First Class,Government,Africa,Electronics,Mechanical Keyboard,1203,8,331
ORD-001404,2025-07-16,Same Day,Home Office,North America,Furniture,Privacy Screen Protector,1994,4,362
ORD-001405,2025-04-25,Standard Class,Home Office,North America,Gadgets,External SSD 1TB,127,2,50
ORD-001406,2025-01-15,First Class,Education,North America,Office Supplies,"Tablet Air 11""",2341,2,573
ORD-001407,2024-11-30,Second Class,Small Business,Europe,Furniture,Smartphone Ultra,1115,1,207
ORD-001408,2024-05-31,Same Day,Government,Asia Pacific,Office Supplies,Wireless Noise Cancelling Headphones,192,2,67
ORD-001409,2024-11-15,Same Day,Government,North America,Office Supplies,"Monitor 27"" 4K",2514,6,257
ORD-001410,2025-03-23,Same Day,Consumer,Africa,Gadgets,Ergonomic Desk Chair,499,4,161
ORD-001411,2024-06-01,First Class,Home Office,Europe,Accessories,Laptop Cooling Stand,1116,8,258
ORD-001412,2024-03-12,Second Class,Small Business,North America,Furniture,Ergonomic Desk Chair,1605,2,458
ORD-001413,2024-03-22,Standard Class,Home Office,Europe,Office Supplies,"Monitor 27"" 4K",2231,6,197
ORD-001414,2024-01-02,Same Day,Education,Middle East,Furniture,"Laptop Pro 14""",153,8,41
ORD-001415,2024-09-08,Express,Home Office,North America,Office Supplies,Smartphone Ultra,1763,7,396
ORD-001416,2024-01-14,Second Class,Corporate,North America,Office Supplies,USB-C Hub 7-in-1,406,3,114
ORD-001417,2024-07-28,First Class,Small Business,Asia Pacific,Furniture,Gaming Mouse RGB,52,2,14
ORD-001418,2025-04-05,Standard Class,Consumer,Europe,Electronics,Mechanical Keyboard,221,2,44
ORD-001419,2024-02-28,Express,Small Business,South America,Gadgets,Gaming Mouse RGB,694,3,84
ORD-001420,2025-01-16,First Class,Consumer,South America,Furniture,Smartphone Ultra,2246,2,384
ORD-001421,2024-07-23,Standard Class,Consumer,Africa,Electronics,Mechanical Keyboard,2446,8,534
ORD-001422,2025-12-16,Express,Small Business,South America,Furniture,USB-C Hub 7-in-1,382,3,48
ORD-001423,2025-11-09,Second Class,Education,Africa,Furniture,Bluetooth Speaker,154,4,54
ORD-001424,2025-01-07,Express,Education,Asia Pacific,Electronics,Standing Desk Frame,2138,4,546
ORD-001425,2025-12-03,Second Class,Small Business,Europe,Accessories,"Monitor 27"" 4K",952,4,99
ORD-001426,2025-05-21,First Class,Education,North America,Gadgets,Phone Case MagSafe,1473,3,593
ORD-001427,2024-11-09,First Class,Home Office,South America,Electronics,Laptop Cooling Stand,2314,3,661
ORD-001428,2024-05-06,First Class,Government,Europe,Furniture,Phone Case MagSafe,2545,2,456
ORD-001429,2025-08-02,Standard Class,Home Office,Middle East,Accessories,4K Webcam,1253,5,236
ORD-001430,2024-07-21,Second Class,Home Office,North America,Accessories,"Laptop Pro 14""",1293,6,361
ORD-001431,2025-11-21,Second Class,Home Office,North America,Office Supplies,Bluetooth Speaker,1952,4,246
ORD-001432,2025-10-15,First Class,Government,Africa,Furniture,Wireless Noise Cancelling Headphones,2239,1,461
ORD-001433,2025-12-08,Standard Class,Home Office,Asia Pacific,Gadgets,Ergonomic Desk Chair,276,2,37
ORD-001434,2025-01-22,Standard Class,Small Business,Asia Pacific,Accessories,Laptop Cooling Stand,842,3,189
ORD-001435,2024-06-01,Express,Consumer,Asia Pacific,Gadgets,Privacy Screen Protector,1567,5,258
ORD-001436,2024-07-14,First Class,Small Business,South America,Office Supplies,USB-C Hub 7-in-1,822,6,205
ORD-001437,2024-11-02,First Class,Government,Europe,Gadgets,Ergonomic Desk Chair,558,8,117
ORD-001438,2024-10-19,Same Day,Home Office,Middle East,Furniture,"Laptop Pro 14""",2079,8,743
ORD-001439,2025-03-25,Standard Class,Corporate,Europe,Accessories,USB-C Hub 7-in-1,497,4,183
ORD-001440,2025-09-17,Standard Class,Education,Europe,Office Supplies,Laptop Cooling Stand,293,6,72
ORD-001441,2025-07-25,Second Class,Corporate,Middle East,Gadgets,Gaming Mouse RGB,737,1,102
ORD-001442,2024-08-15,Express,Government,Middle East,Electronics,Laptop Cooling Stand,1038,6,331
ORD-001443,2024-05-08,First Class,Small Business,Africa,Gadgets,Wireless Charger Pad,433,8,90
ORD-001444,2025-03-23,Same Day,Consumer,Africa,Electronics,External SSD 1TB,484,4,40
ORD-001445,2025-09-22,Second Class,Consumer,Middle East,Gadgets,USB-C Hub 7-in-1,1349,5,116
ORD-001446,2024-10-04,Second Class,Education,Europe,Office Supplies,Smartphone Ultra,470,7,116
ORD-001447,2024-03-12,First Class,Small Business,Europe,Furniture,Wireless Noise Cancelling Headphones,2162,4,680
ORD-001448,2025-07-26,Express,Home Office,Africa,Office Supplies,Privacy Screen Protector,799,5,229
ORD-001449,2024-09-22,Standard Class,Government,Europe,Accessories,"Monitor 27"" 4K",2059,8,651
ORD-001450,2025-11-24,First Class,Home Office,Europe,Office Supplies,Bluetooth Speaker,672,2,202
ORD-001451,2024-10-17,Standard Class,Corporate,South America,Office Supplies,"Tablet Air 11""",2383,2,361
ORD-001452,2024-04-01,Second Class,Consumer,South America,Electronics,Gaming Mouse RGB,1232,5,361
ORD-001453,2024-05-07,Standard Class,Corporate,Europe,Furniture,Privacy Screen Protector,1322,1,398
ORD-001454,2024-10-08,Standard Class,Government,Asia Pacific,Electronics,Mechanical Keyboard,1301,4,541
ORD-001455,2024-10-25,Standard Class,Consumer,Asia Pacific,Furniture,Gaming Mouse RGB,1111,5,202
ORD-001456,2025-09-13,Express,Small Business,Middle East,Furniture,"Tablet Air 11""",1271,2,135
ORD-001457,2024-12-12,Express,Small Business,South America,Gadgets,Bluetooth Speaker,2265,5,525
ORD-001458,2025-05-12,Express,Corporate,South America,Accessories,"Laptop Pro 14""",1780,3,227
ORD-001459,2024-03-15,First Class,Government,Asia Pacific,Gadgets,"Monitor 27"" 4K",2158,2,795
ORD-001460,2024-03-31,First Class,Home Office,North America,Accessories,"Tablet Air 11""",679,6,179
ORD-001461,2025-01-28,Same Day,Government,Africa,Gadgets,Ergonomic Desk Chair,759,4,316
ORD-001462,2024-08-29,Standard Class,Consumer,Europe,Gadgets,"Laptop Pro 14""",1900,5,799
ORD-001463,2024-04-14,Same Day,Consumer,Middle East,Accessories,Mechanical Keyboard,1193,1,443
ORD-001464,2025-06-04,Express,Education,Africa,Furniture,Smartphone Ultra,194,5,68
ORD-001465,2025-08-07,First Class,Corporate,South America,Electronics,Standing Desk Frame,1190,6,474
ORD-001466,2025-02-04,Second Class,Education,Europe,Office Supplies,Bluetooth Speaker,1650,7,492
ORD-001467,2024-07-19,Standard Class,Government,Asia Pacific,Office Supplies,Bluetooth Speaker,687,2,64
ORD-001468,2024-08-25,Same Day,Corporate,Europe,Accessories,Smart Home Hub,1243,6,324
ORD-001469,2024-01-04,Standard Class,Consumer,Europe,Furniture,Phone Case MagSafe,1694,2,658
ORD-001470,2025-02-14,Same Day,Government,Africa,Office Supplies,Smart Home Hub,2309,3,861
ORD-001471,2025-08-12,Second Class,Consumer,Africa,Furniture,USB-C Hub 7-in-1,1855,4,728
ORD-001472,2025-09-28,Standard Class,Home Office,South America,Office Supplies,Privacy Screen Protector,2017,3,206
ORD-001473,2024-01-31,Standard Class,Consumer,Africa,Office Supplies,Phone Case MagSafe,748,7,284
ORD-001474,2024-05-21,First Class,Home Office,Africa,Gadgets,External SSD 1TB,1960,1,800
ORD-001475,2024-10-11,Same Day,Small Business,Europe,Accessories,Smart Home Hub,1559,6,352
ORD-001476,2025-06-15,Express,Corporate,Europe,Electronics,Smart Home Hub,1701,3,160
ORD-001477,2025-09-30,Express,Home Office,Europe,Accessories,Laptop Cooling Stand,2515,7,861
ORD-001478,2025-10-15,Same Day,Government,South America,Furniture,Bluetooth Speaker,1397,1,397
ORD-001479,2024-09-26,Second Class,Education,South America,Office Supplies,Bluetooth Speaker,666,7,117
ORD-001480,2024-06-19,Same Day,Home Office,Middle East,Accessories,Wireless Noise Cancelling Headphones,2191,3,421
ORD-001481,2024-04-12,Same Day,Education,Middle East,Furniture,Smartphone Ultra,227,6,30
ORD-001482,2024-06-19,Second Class,Home Office,Africa,Electronics,Smart Home Hub,1147,4,183
ORD-001483,2024-09-30,Express,Government,South America,Gadgets,Smart Home Hub,158,3,58
ORD-001484,2024-07-26,First Class,Corporate,Europe,Furniture,External SSD 1TB,1590,3,273
ORD-001485,2025-01-06,First Class,Government,Asia Pacific,Gadgets,Smartphone Ultra,1438,6,527
ORD-001486,2025-05-17,Standard Class,Government,Asia Pacific,Furniture,Smart Watch Series 5,268,5,85
ORD-001487,2024-12-14,Express,Corporate,North America,Gadgets,USB-C Hub 7-in-1,1009,3,233
ORD-001488,2024-07-27,Standard Class,Consumer,North America,Gadgets,Bluetooth Speaker,617,8,177
ORD-001489,2024-03-26,Same Day,Small Business,Asia Pacific,Accessories,External SSD 1TB,689,8,173
ORD-001490,2025-05-17,Express,Government,Europe,Office Supplies,4K Webcam,657,1,261
ORD-001491,2024-08-20,Second Class,Education,North America,Furniture,USB-C Hub 7-in-1,2114,4,198
ORD-001492,2024-12-25,Express,Government,Asia Pacific,Electronics,Wireless Noise Cancelling Headphones,1674,5,401
ORD-001493,2025-04-01,Second Class,Education,Africa,Electronics,USB-C Hub 7-in-1,434,4,120
ORD-001494,2025-07-08,Standard Class,Corporate,Europe,Office Supplies,"Monitor 27"" 4K",2227,2,280
ORD-001495,2025-10-19,Second Class,Small Business,South America,Furniture,USB-C Hub 7-in-1,1018,7,293
ORD-001496,2025-10-10,Second Class,Government,Africa,Accessories,Smartphone Ultra,2156,7,795
ORD-001497,2025-12-05,Standard Class,Government,Middle East,Electronics,Wireless Charger Pad,120,5,22
ORD-001498,2024-07-01,Standard Class,Home Office,North America,Gadgets,Phone Case MagSafe,2044,7,372
ORD-001499,2024-01-11,Express,Small Business,Asia Pacific,Gadgets,Standing Desk Frame,2059,2,722
ORD-001500,2024-02-24,Standard Class,Education,North America,Electronics,Standing Desk Frame,2428,4,684
ORD-001501,2025-06-17,Standard Class,Government,Asia Pacific,Office Supplies,Wireless Charger Pad,1973,7,353
ORD-001502,2025-11-02,Same Day,Corporate,South America,Office Supplies,Wireless Charger Pad,497,4,97
ORD-001503,2024-03-11,Standard Class,Education,Africa,Furniture,"Laptop Pro 14""",547,5,116
ORD-001504,2025-03-09,First Class,Government,Africa,Office Supplies,Privacy Screen Protector,70,5,20
ORD-001505,2025-09-06,Second Class,Small Business,South America,Electronics,Bluetooth Speaker,1959,5,400
ORD-001506,2025-04-13,Express,Education,South America,Electronics,Standing Desk Frame,1795,4,709
ORD-001507,2025-06-29,Express,Education,South America,Electronics,"Laptop Pro 14""",1410,4,525
ORD-001508,2024-03-18,Second Class,Small Business,North America,Gadgets,Wireless Noise Cancelling Headphones,1738,7,326
ORD-001509,2025-05-03,Standard Class,Education,Asia Pacific,Office Supplies,Smartphone Ultra,1211,6,248
ORD-001510,2024-08-24,Standard Class,Education,North America,Office Supplies,Wireless Noise Cancelling Headphones,1266,6,308
ORD-001511,2025-06-21,Standard Class,Corporate,Africa,Office Supplies,Laptop Cooling Stand,1538,5,628
ORD-001512,2025-06-24,First Class,Education,Africa,Accessories,USB-C Hub 7-in-1,1052,3,431
ORD-001513,2024-12-19,Same Day,Corporate,Asia Pacific,Office Supplies,Smart Home Hub,2392,2,566
ORD-001514,2024-03-30,First Class,Home Office,Europe,Office Supplies,Wireless Charger Pad,1145,2,358
ORD-001515,2025-03-20,Second Class,Home Office,Middle East,Gadgets,Smart Watch Series 5,1776,6,725
ORD-001516,2025-11-14,Express,Education,South America,Office Supplies,Wireless Charger Pad,265,6,104
ORD-001517,2025-04-15,First Class,Education,Middle East,Electronics,"Monitor 27"" 4K",1449,4,237
ORD-001518,2025-05-11,First Class,Government,Africa,Electronics,Bluetooth Speaker,1413,6,534
ORD-001519,2024-09-16,First Class,Small Business,Middle East,Accessories,Smartphone Ultra,1623,7,675
ORD-001520,2025-04-14,Same Day,Consumer,Europe,Office Supplies,Smart Watch Series 5,2128,6,565
ORD-001521,2024-11-02,Standard Class,Corporate,Middle East,Accessories,Standing Desk Frame,2268,5,923
ORD-001522,2024-05-21,Second Class,Small Business,South America,Electronics,Smart Home Hub,1298,3,465
ORD-001523,2025-01-09,First Class,Small Business,South America,Office Supplies,4K Webcam,727,2,154
ORD-001524,2024-12-14,Express,Small Business,Europe,Office Supplies,Smart Watch Series 5,946,1,221
ORD-001525,2024-12-10,Standard Class,Government,Middle East,Accessories,Mechanical Keyboard,446,5,181
ORD-001526,2025-01-30,First Class,Education,Africa,Gadgets,Smart Watch Series 5,1053,7,188
ORD-001527,2025-10-25,First Class,Government,Europe,Accessories,Smartphone Ultra,2142,5,877
ORD-001528,2024-11-23,Second Class,Education,North America,Furniture,Mechanical Keyboard,2401,3,666
ORD-001529,2025-01-30,Express,Education,South America,Accessories,Wireless Charger Pad,961,6,303
ORD-001530,2024-01-05,Second Class,Education,North America,Office Supplies,Privacy Screen Protector,2276,2,303
ORD-001531,2024-02-04,Standard Class,Consumer,Africa,Accessories,4K Webcam,1614,5,340
ORD-001532,2025-12-23,First Class,Consumer,Asia Pacific,Furniture,Wireless Charger Pad,267,5,106
ORD-001533,2024-07-10,Second Class,Small Business,Asia Pacific,Electronics,Smart Watch Series 5,1687,8,189
ORD-001534,2024-10-31,First Class,Consumer,North America,Office Supplies,Bluetooth Speaker,1624,3,410
ORD-001535,2024-07-04,Same Day,Home Office,Asia Pacific,Furniture,Privacy Screen Protector,2433,4,442
ORD-001536,2024-11-24,First Class,Government,South America,Office Supplies,Fitness Tracker Band,1593,2,644
ORD-001537,2024-12-11,Express,Corporate,Europe,Furniture,External SSD 1TB,741,6,66
ORD-001538,2024-07-28,Express,Government,Middle East,Accessories,Phone Case MagSafe,92,4,35
ORD-001539,2025-11-26,First Class,Government,North America,Electronics,Mechanical Keyboard,1102,6,370
ORD-001540,2025-11-01,First Class,Small Business,Middle East,Electronics,Fitness Tracker Band,1074,7,431
ORD-001541,2024-10-19,Standard Class,Home Office,Asia Pacific,Office Supplies,Smart Watch Series 5,2413,1,729
ORD-001542,2024-04-13,Same Day,Government,South America,Accessories,USB-C Hub 7-in-1,278,7,90
ORD-001543,2025-10-11,Express,Home Office,Middle East,Office Supplies,Smart Home Hub,2286,6,690
ORD-001544,2024-02-11,Second Class,Government,North America,Furniture,Smart Home Hub,1020,3,86
ORD-001545,2024-12-31,Express,Corporate,Middle East,Office Supplies,Wireless Charger Pad,519,4,133
ORD-001546,2025-03-30,First Class,Government,Africa,Furniture,Privacy Screen Protector,2469,5,1053
ORD-001547,2025-01-12,First Class,Small Business,Europe,Gadgets,External SSD 1TB,227,5,42
ORD-001548,2025-10-21,Express,Corporate,Middle East,Office Supplies,Mechanical Keyboard,275,5,62
ORD-001549,2024-03-20,Same Day,Small Business,South America,Furniture,"Monitor 27"" 4K",628,2,167
ORD-001550,2024-10-24,Express,Government,Africa,Gadgets,"Monitor 27"" 4K",444,5,96
ORD-001551,2024-11-13,First Class,Consumer,Middle East,Furniture,Smart Watch Series 5,571,3,56
ORD-001552,2024-06-08,Standard Class,Home Office,Asia Pacific,Office Supplies,"Monitor 27"" 4K",1839,6,785
ORD-001553,2025-05-02,Express,Home Office,Asia Pacific,Gadgets,External SSD 1TB,342,8,138
ORD-001554,2024-10-20,First Class,Education,South America,Gadgets,Smartphone Ultra,65,5,27
ORD-001555,2025-10-25,Standard Class,Government,North America,Office Supplies,Wireless Noise Cancelling Headphones,1190,7,139
ORD-001556,2025-04-21,Same Day,Home Office,Middle East,Furniture,Phone Case MagSafe,196,2,58
ORD-001557,2025-06-15,Express,Corporate,Europe,Office Supplies,Bluetooth Speaker,1790,3,337
ORD-001558,2024-10-08,Standard Class,Home Office,Middle East,Accessories,Smartphone Ultra,1097,2,303
ORD-001559,2025-05-12,First Class,Corporate,Middle East,Electronics,Ergonomic Desk Chair,274,1,31
ORD-001560,2025-05-21,Express,Education,South America,Gadgets,Wireless Charger Pad,1534,7,383
ORD-001561,2025-04-12,Standard Class,Corporate,North America,Accessories,Laptop Cooling Stand,1845,4,527
ORD-001562,2025-10-11,First Class,Corporate,Europe,Accessories,4K Webcam,228,8,42
ORD-001563,2025-06-04,First Class,Corporate,Asia Pacific,Electronics,Bluetooth Speaker,1637,6,431
ORD-001564,2025-11-25,Same Day,Consumer,Africa,Office Supplies,"Tablet Air 11""",64,5,21
ORD-001565,2024-07-29,First Class,Small Business,Africa,Accessories,Mechanical Keyboard,229,8,34
ORD-001566,2024-03-13,Same Day,Corporate,Middle East,Furniture,USB-C Hub 7-in-1,1754,4,442
ORD-001567,2025-11-17,Second Class,Consumer,South America,Office Supplies,Smartphone Ultra,1887,6,527
ORD-001568,2024-11-08,Second Class,Home Office,North America,Office Supplies,Laptop Cooling Stand,1271,6,175
ORD-001569,2024-04-30,Second Class,Small Business,Middle East,Accessories,Smart Watch Series 5,1107,2,285
ORD-001570,2025-02-10,Second Class,Consumer,Europe,Gadgets,Bluetooth Speaker,1058,5,395
ORD-001571,2025-11-11,Standard Class,Education,South America,Furniture,External SSD 1TB,2134,6,911
ORD-001572,2024-04-05,Express,Consumer,Asia Pacific,Office Supplies,4K Webcam,2025,1,189
ORD-001573,2025-05-07,First Class,Home Office,Africa,Office Supplies,Mechanical Keyboard,1163,7,240
ORD-001574,2025-01-20,Express,Consumer,Europe,Electronics,Standing Desk Frame,2251,1,602
ORD-001575,2025-08-17,Standard Class,Home Office,Europe,Electronics,Standing Desk Frame,1226,7,503
ORD-001576,2024-05-14,Express,Education,South America,Office Supplies,"Monitor 27"" 4K",2382,7,772
ORD-001577,2025-03-24,Express,Consumer,Europe,Office Supplies,Mechanical Keyboard,2007,2,635
ORD-001578,2025-07-09,Standard Class,Small Business,North America,Furniture,Laptop Cooling Stand,600,5,151
ORD-001579,2025-06-13,First Class,Education,Asia Pacific,Electronics,Wireless Charger Pad,1694,2,180
ORD-001580,2024-11-16,Express,Government,North America,Office Supplies,"Laptop Pro 14""",229,7,24
ORD-001581,2025-04-11,First Class,Home Office,Africa,Electronics,"Laptop Pro 14""",568,3,205
ORD-001582,2025-04-18,Second Class,Education,Europe,Electronics,Fitness Tracker Band,811,2,164
ORD-001583,2024-05-03,Second Class,Consumer,Asia Pacific,Gadgets,Smart Watch Series 5,1728,7,536
ORD-001584,2025-07-10,First Class,Corporate,South America,Electronics,USB-C Hub 7-in-1,958,4,93
ORD-001585,2025-02-05,First Class,Home Office,Middle East,Electronics,USB-C Hub 7-in-1,2296,2,493
ORD-001586,2024-07-14,Second Class,Consumer,Asia Pacific,Accessories,Phone Case MagSafe,2169,8,752
ORD-001587,2025-10-24,Standard Class,Consumer,North America,Gadgets,Fitness Tracker Band,1398,5,265
ORD-001588,2024-03-28,Standard Class,Corporate,Africa,Gadgets,Fitness Tracker Band,276,6,52
ORD-001589,2025-01-22,First Class,Education,Middle East,Gadgets,Wireless Charger Pad,204,3,25
ORD-001590,2025-01-18,Standard Class,Corporate,Africa,Furniture,4K Webcam,1157,8,439
ORD-001591,2025-02-08,Second Class,Government,South America,Electronics,"Laptop Pro 14""",337,3,99
ORD-001592,2024-06-21,Express,Consumer,South America,Electronics,External SSD 1TB,1485,2,145
ORD-001593,2024-04-15,Same Day,Consumer,Asia Pacific,Furniture,Bluetooth Speaker,842,5,237
ORD-001594,2025-06-12,Second Class,Small Business,Asia Pacific,Furniture,"Laptop Pro 14""",218,2,89
ORD-001595,2024-11-14,Standard Class,Home Office,South America,Accessories,Smartphone Ultra,2088,4,524
ORD-001596,2025-05-01,Same Day,Home Office,South America,Furniture,"Tablet Air 11""",1342,4,561
ORD-001597,2024-08-03,Standard Class,Education,Middle East,Furniture,USB-C Hub 7-in-1,464,6,87
ORD-001598,2025-03-29,Same Day,Government,Middle East,Gadgets,USB-C Hub 7-in-1,467,3,185
ORD-001599,2025-02-19,Same Day,Education,South America,Furniture,Ergonomic Desk Chair,1270,5,485
ORD-001600,2024-09-06,Express,Education,South America,Office Supplies,Standing Desk Frame,494,7,189
ORD-001601,2025-09-11,Standard Class,Corporate,North America,Gadgets,Gaming Mouse RGB,1957,7,202
ORD-001602,2024-10-01,Standard Class,Corporate,South America,Office Supplies,Mechanical Keyboard,2058,4,401
ORD-001603,2024-02-08,Second Class,Consumer,South America,Electronics,"Monitor 27"" 4K",2327,5,995
ORD-001604,2024-01-31,First Class,Education,North America,Gadgets,Standing Desk Frame,1899,3,538
ORD-001605,2024-12-10,Same Day,Small Business,North America,Electronics,Standing Desk Frame,701,6,124
ORD-001606,2025-02-06,Standard Class,Government,Middle East,Office Supplies,USB-C Hub 7-in-1,391,6,54
ORD-001607,2025-03-11,Same Day,Consumer,South America,Electronics,Smartphone Ultra,1768,1,277
ORD-001608,2024-10-03,Same Day,Education,South America,Electronics,Mechanical Keyboard,1731,3,153
ORD-001609,2025-09-18,First Class,Corporate,Africa,Furniture,"Laptop Pro 14""",599,3,241
ORD-001610,2025-12-04,Express,Government,Middle East,Furniture,4K Webcam,608,3,118
